,incident_date
661,2008-02-22
662,2008-02-22
663,2008-02-22
664,2008-02-22
665,2008-02-16
666,2008-02-22
667,2008-02-21
668,2008-02-02
669,2008-02-04
670,2008-02-04
671,2008-02-04
672,2008-02-04
673,2008-02-03
674,2008-02-02
675,2008-02-02
676,2008-02-04
677,2008-02-04
678,2008-02-04
679,2008-02-04
680,2008-02-04
681,2008-02-04
682,2008-02-04
683,2008-02-04
684,2008-02-04
685,2008-02-05
686,2008-02-05
687,2008-02-05
688,2008-02-05
689,2008-02-02
690,2008-02-04
691,2008-02-04
692,2008-02-05
693,2008-02-05
694,2008-02-02
695,2008-02-05
696,2008-02-05
697,2008-02-05
698,2008-02-03
699,2008-02-05
700,2008-02-05
701,2008-02-05
702,2008-02-05
703,2008-02-05
704,2008-02-05
705,2008-02-05
706,2008-02-04
707,2008-02-05
708,2008-02-02
709,2008-02-05
710,2008-02-06
711,2008-02-06
712,2008-02-06
713,2008-02-06
714,2008-02-06
715,2008-02-05
716,2008-02-06
717,2008-02-04
718,2008-02-07
719,2008-02-07
720,2008-02-07
721,2008-02-07
722,2008-02-07
723,2008-02-07
724,2008-02-07
725,2008-02-06
726,2008-02-07
727,2008-02-07
728,2008-02-07
729,2008-02-07
730,2008-02-07
731,2008-02-07
732,2008-02-07
733,2008-02-08
734,2008-02-08
735,2008-02-08
736,2008-02-08
737,2008-02-08
738,2008-02-08
739,2008-02-08
740,2008-02-05
741,2008-02-08
742,2008-02-08
743,2008-02-08
744,2008-02-08
745,2008-02-06
746,2008-02-08
747,2008-02-08
748,2008-02-08
749,2008-02-08
750,2008-02-08
751,2008-02-08
752,2008-02-09
753,2008-02-09
754,2008-02-09
755,2008-02-09
756,2008-02-08
757,2008-02-08
758,2008-02-09
759,2008-02-07
760,2008-02-09
761,2008-02-09
762,2008-02-09
763,2008-02-06
764,2008-02-09
765,2008-02-09
766,2008-02-09
767,2008-02-09
768,2008-02-10
769,2008-02-09
770,2008-02-09
771,2008-02-10
772,2008-02-10
773,2008-02-10
774,2008-02-11
775,2008-02-03
776,2008-02-03
777,2008-02-03
778,2008-02-03
779,2008-02-03
780,2008-02-03
781,2008-02-04
782,2008-02-04
783,2008-02-01
784,2008-02-03
785,2008-02-02
786,2008-02-24
787,2008-02-19
788,2008-02-23
789,2008-02-24
790,2008-02-24
791,2008-02-24
792,2008-02-24
793,2008-02-24
794,2008-02-24
795,2008-02-24
796,2008-02-24
797,2008-02-24
798,2008-02-23
799,2008-02-25
800,2008-02-17
801,2008-02-15
802,2008-02-22
803,2008-02-22
804,2008-02-22
805,2008-02-22
806,2008-02-22
807,2008-02-22
808,2008-02-22
809,2008-02-23
810,2008-02-23
811,2008-02-22
812,2008-02-22
813,2008-02-23
814,2008-02-23
815,2008-02-23
816,2008-02-21
817,2008-02-25
818,2008-02-25
819,2008-02-25
820,2008-02-25
821,2008-02-24
822,2008-02-24
823,2008-02-25
824,2008-02-24
825,2008-02-25
826,2008-02-25
827,2008-02-25
828,2008-02-25
829,2008-02-25
830,2008-02-25
831,2008-02-25
832,2008-02-25
833,2008-02-26
834,2008-02-26
835,2008-02-25
836,2008-02-26
837,2008-02-26
838,2008-02-26
839,2008-02-22
840,2008-02-26
841,2008-02-26
842,2008-02-26
843,2008-02-26
844,2008-02-26
845,2008-02-26
846,2008-02-04
847,2008-02-26
848,2008-02-26
849,2008-02-26
850,2008-02-26
851,2008-02-26
852,2008-02-26
853,2008-02-26
854,2008-02-26
855,2008-02-26
856,2008-02-26
857,2008-02-27
858,2008-02-27
859,2008-02-27
860,2008-02-27
861,2008-02-26
862,2008-02-27
863,2008-02-27
864,2008-02-27
865,2008-02-27
866,2008-02-27
867,2008-02-27
868,2008-02-27
869,2008-02-27
870,2008-02-26
871,2008-02-27
872,2008-02-27
873,2008-02-28
874,2008-02-27
875,2008-02-28
876,2008-02-28
877,2008-02-28
878,2008-02-28
879,2008-02-24
880,2008-02-23
881,2008-02-28
882,2008-02-28
883,2008-02-26
884,2008-02-28
885,2008-02-28
886,2008-02-28
887,2008-02-28
888,2008-02-28
889,2008-02-28
890,2008-02-14
891,2008-02-28
892,2008-02-28
893,2008-02-29
894,2008-02-29
895,2008-02-29
896,2008-02-29
897,2008-02-29
898,2008-02-29
899,2008-02-10
900,2008-02-29
901,2008-02-29
902,2008-02-29
903,2008-02-29
904,2008-02-29
905,2008-02-29
906,2008-02-29
907,2008-02-15
908,2008-02-29
909,2008-02-29
910,2008-02-29
911,2008-02-29
912,2008-02-29
913,2008-02-11
914,2008-02-11
915,2008-02-08
916,2008-02-11
917,2008-02-08
918,2008-02-11
919,2008-02-09
920,2008-02-10
921,2008-02-11
922,2008-02-11
923,2008-02-07
924,2008-02-11
925,2008-02-11
926,2008-02-11
927,2008-02-11
928,2008-02-11
929,2008-02-11
930,2008-02-11
931,2008-02-11
932,2008-02-11
933,2008-02-11
934,2008-02-12
935,2008-02-12
936,2008-02-12
937,2008-02-12
938,2008-02-11
939,2008-02-12
940,2008-02-11
941,2008-02-12
942,2008-02-12
943,2008-02-12
944,2008-02-12
945,2008-02-09
946,2008-02-12
947,2008-02-12
948,2008-02-12
949,2008-02-12
950,2008-02-10
951,2008-02-12
952,2008-02-12
953,2008-02-13
954,2008-02-12
955,2008-02-13
956,2008-02-13
957,2008-02-13
958,2008-02-13
959,2008-02-13
960,2008-02-12
961,2008-02-13
962,2008-02-13
963,2008-02-01
964,2008-02-01
965,2008-02-01
966,2008-02-01
967,2008-02-01
968,2008-02-01
969,2008-02-01
970,2008-02-01
971,2008-02-01
972,2008-02-01
973,2008-02-01
974,2008-02-01
975,2008-02-01
976,2008-02-01
977,2008-02-01
978,2008-02-01
979,2008-02-01
980,2008-02-01
981,2008-02-01
982,2008-02-01
983,2008-02-01
984,2008-02-01
985,2008-02-01
986,2008-02-01
987,2008-02-01
988,2008-02-01
989,2008-02-02
990,2008-02-02
991,2008-02-01
992,2008-02-02
993,2008-02-02
994,2008-02-02
995,2008-02-02
996,2008-02-01
997,2008-02-02
998,2008-02-02
999,2008-02-02
1000,2008-02-02
1001,2008-02-02
1002,2008-02-02
1003,2008-02-02
1004,2008-02-02
1005,2008-02-02
1006,2008-02-01
1007,2008-02-02
1008,2008-02-02
1009,2008-02-02
1010,2008-02-02
1011,2008-02-02
1012,2008-02-02
1013,2008-02-02
1014,2008-02-02
1015,2008-02-02
1016,2008-02-02
1017,2008-02-02
1018,2008-02-02
1019,2008-02-02
1020,2008-02-02
1021,2008-02-02
1022,2008-02-02
1023,2008-02-03
1024,2008-02-02
1025,2008-02-03
1026,2008-02-03
1027,2008-02-03
1028,2008-02-02
1029,2008-02-02
1030,2008-02-03
1031,2008-02-03
1032,2008-02-03
1033,2008-02-03
1034,2008-02-03
1035,2008-02-01
1036,2008-02-03
1037,2008-02-03
1038,2008-02-03
1039,2008-02-03
1040,2008-02-03
1041,2008-02-03
1042,2008-02-03
1043,2008-02-03
1044,2008-02-03
1045,2008-02-02
1046,2008-03-17
1047,2008-03-20
1048,2008-03-20
1049,2008-03-20
1050,2008-03-20
1051,2008-03-20
1052,2008-03-20
1053,2008-03-20
1054,2008-03-31
1055,2008-03-31
1056,2008-03-31
1057,2008-03-31
1058,2008-03-25
1059,2008-03-31
1060,2008-03-31
1061,2008-03-31
1062,2008-03-31
1063,2008-03-31
1064,2008-03-17
1065,2008-03-17
1066,2008-03-17
1067,2008-03-17
1068,2008-03-16
1069,2008-03-17
1070,2008-03-17
1071,2008-03-17
1072,2008-03-17
1073,2008-03-18
1074,2008-03-18
1075,2008-03-17
1076,2008-03-18
1077,2008-03-17
1078,2008-03-17
1079,2008-03-17
1080,2008-03-18
1081,2008-03-17
1082,2008-03-18
1083,2008-03-18
1084,2008-03-18
1085,2008-03-18
1086,2008-03-18
1087,2008-03-18
1088,2008-03-18
1089,2008-03-18
1090,2008-03-18
1091,2008-03-19
1092,2008-03-18
1093,2008-03-19
1094,2008-03-19
1095,2008-03-18
1096,2008-03-19
1097,2008-03-18
1098,2008-03-19
1099,2008-03-19
1100,2008-03-18
1101,2008-03-19
1102,2008-03-18
1103,2008-03-17
1104,2008-03-19
1105,2008-03-18
1106,2008-03-19
1107,2008-03-17
1108,2008-03-19
1109,2008-03-09
1110,2008-03-13
1111,2008-03-19
1112,2008-03-14
1113,2008-03-19
1114,2008-03-19
1115,2008-03-19
1116,2008-03-18
1117,2008-03-19
1118,2008-03-18
1119,2008-03-20
1120,2008-03-21
1121,2008-03-21
1122,2008-03-20
1123,2008-03-21
1124,2008-03-21
1125,2008-03-21
1126,2008-03-19
1127,2008-03-20
1128,2008-03-21
1129,2008-03-21
1130,2008-03-21
1131,2008-03-21
1132,2008-03-21
1133,2008-03-21
1134,2008-03-21
1135,2008-03-21
1136,2008-03-21
1137,2008-03-21
1138,2008-03-22
1139,2008-03-22
1140,2008-03-22
1141,2008-03-22
1142,2008-03-21
1143,2008-03-21
1144,2008-03-19
1145,2008-03-22
1146,2008-03-22
1147,2008-03-22
1148,2008-03-22
1149,2008-03-22
1150,2008-03-22
1151,2008-03-22
1152,2008-03-22
1153,2008-03-22
1154,2008-03-22
1155,2008-03-23
1156,2008-03-23
1157,2008-03-23
1158,2008-03-23
1159,2008-03-23
1160,2008-03-21
1161,2008-03-23
1162,2008-03-23
1163,2008-03-23
1164,2008-03-23
1165,2008-03-23
1166,2008-03-23
1167,2008-03-23
1168,2008-03-24
1169,2008-03-21
1170,2008-03-23
1171,2008-03-24
1172,2008-03-24
1173,2008-03-24
1174,2008-03-24
1175,2008-03-07
1176,2008-03-24
1177,2008-03-24
1178,2008-03-24
1179,2008-03-24
1180,2008-03-24
1181,2008-03-24
1182,2008-03-25
1183,2008-03-25
1184,2008-03-24
1185,2008-03-24
1186,2008-03-25
1187,2008-03-25
1188,2008-03-25
1189,2008-03-25
1190,2008-03-25
1191,2008-03-25
1192,2008-03-24
1193,2008-03-19
1194,2008-03-19
1195,2008-03-19
1196,2008-03-20
1197,2008-03-20
1198,2008-03-20
1199,2008-03-20
1200,2008-03-20
1201,2008-03-19
1202,2008-03-19
1203,2008-03-19
1204,2008-03-19
1205,2008-03-18
1206,2008-03-17
1207,2008-03-17
1208,2008-03-20
1209,2008-03-20
1210,2008-03-20
1211,2008-03-13
1212,2008-03-12
1213,2008-03-08
1214,2008-03-10
1215,2008-03-10
1216,2008-03-09
1217,2008-03-10
1218,2008-03-08
1219,2008-03-10
1220,2008-03-10
1221,2008-03-10
1222,2008-03-10
1223,2008-03-10
1224,2008-03-06
1225,2008-03-10
1226,2008-03-11
1227,2008-03-11
1228,2008-03-11
1229,2008-03-10
1230,2008-03-12
1231,2008-03-12
1232,2008-03-07
1233,2008-03-10
1234,2008-03-12
1235,2008-03-12
1236,2008-03-12
1237,2008-03-12
1238,2008-03-12
1239,2008-03-12
1240,2008-03-12
1241,2008-03-11
1242,2008-03-08
1243,2008-03-10
1244,2008-03-11
1245,2008-03-11
1246,2008-03-11
1247,2008-03-11
1248,2008-03-11
1249,2008-03-11
1250,2008-03-11
1251,2008-03-11
1252,2008-03-12
1253,2008-03-12
1254,2008-03-12
1255,2008-03-11
1256,2008-03-12
1257,2008-03-13
1258,2008-03-13
1259,2008-03-12
1260,2008-03-13
1261,2008-03-13
1262,2008-03-13
1263,2008-03-12
1264,2008-03-12
1265,2008-03-12
1266,2008-03-13
1267,2008-03-12
1268,2008-03-12
1269,2008-03-13
1270,2008-03-13
1271,2008-03-12
1272,2008-03-13
1273,2008-03-06
1274,2008-03-13
1275,2008-03-13
1276,2008-03-13
1277,2008-03-13
1278,2008-03-13
1279,2008-03-13
1280,2008-03-12
1281,2008-03-13
1282,2008-03-13
1283,2008-03-13
1284,2008-03-13
1285,2008-03-14
1286,2008-03-14
1287,2008-03-14
1288,2008-03-14
1289,2008-03-10
1290,2008-03-10
1291,2008-03-12
1292,2008-03-14
1293,2008-03-13
1294,2008-03-14
1295,2008-03-14
1296,2008-03-13
1297,2008-03-14
1298,2008-03-14
1299,2008-03-14
1300,2008-03-13
1301,2008-03-14
1302,2008-03-14
1303,2008-03-14
1304,2008-03-14
1305,2008-03-14
1306,2008-03-14
1307,2008-03-14
1308,2008-03-15
1309,2008-03-15
1310,2008-03-14
1311,2008-03-15
1312,2008-03-12
1313,2008-03-15
1314,2008-03-15
1315,2008-03-15
1316,2008-03-15
1317,2008-03-15
1318,2008-03-15
1319,2008-03-15
1320,2008-03-15
1321,2008-03-15
1322,2008-03-15
1323,2008-03-15
1324,2008-03-15
1325,2008-03-15
1326,2008-03-15
1327,2008-03-15
1328,2008-03-15
1329,2008-03-16
1330,2008-03-16
1331,2008-03-16
1332,2008-03-16
1333,2008-03-16
1334,2008-03-16
1335,2008-03-16
1336,2008-03-08
1337,2008-03-16
1338,2008-03-16
1339,2008-03-15
1340,2008-03-15
1341,2008-03-16
1342,2008-03-16
1343,2008-03-16
1344,2008-03-16
1345,2008-03-16
1346,2008-03-16
1347,2008-03-16
1348,2008-03-15
1349,2008-03-16
1350,2008-03-16
1351,2008-03-16
1352,2008-03-16
1353,2008-03-16
1354,2008-03-16
1355,2008-03-16
1356,2008-03-16
1357,2008-03-16
1358,2008-03-17
1359,2008-03-17
1360,2008-03-17
1361,2008-03-17
1362,2008-03-16
1363,2008-03-17
1364,2008-03-17
1365,2008-03-05
1366,2008-03-17
1367,2008-03-17
1368,2008-03-16
1369,2008-03-17
1370,2008-03-17
1371,2008-03-01
1372,2008-03-01
1373,2008-03-01
1374,2008-03-01
1375,2008-03-01
1376,2008-03-01
1377,2008-03-01
1378,2008-03-01
1379,2008-03-01
1380,2008-03-01
1381,2008-03-01
1382,2008-03-01
1383,2008-03-01
1384,2008-03-01
1385,2008-03-01
1386,2008-03-01
1387,2008-03-01
1388,2008-03-01
1389,2008-03-01
1390,2008-03-01
1391,2008-03-01
1392,2008-03-01
1393,2008-03-01
1394,2008-03-02
1395,2008-03-01
1396,2008-03-02
1397,2008-03-02
1398,2008-03-02
1399,2008-03-01
1400,2008-03-02
1401,2008-03-01
1402,2008-03-02
1403,2008-03-02
1404,2008-03-02
1405,2008-03-02
1406,2008-03-02
1407,2008-03-02
1408,2008-03-02
1409,2008-03-02
1410,2008-03-02
1411,2008-03-02
1412,2008-03-03
1413,2008-03-03
1414,2008-03-03
1415,2008-03-01
1416,2008-03-02
1417,2008-03-03
1418,2008-03-03
1419,2008-03-03
1420,2008-03-03
1421,2008-03-03
1422,2008-03-03
1423,2008-03-03
1424,2008-03-03
1425,2008-03-03
1426,2008-03-03
1427,2008-03-04
1428,2008-03-04
1429,2008-03-03
1430,2008-03-03
1431,2008-03-04
1432,2008-03-04
1433,2008-03-04
1434,2008-03-04
1435,2008-03-04
1436,2008-03-04
1437,2008-03-04
1438,2008-03-04
1439,2008-03-04
1440,2008-03-04
1441,2008-03-05
1442,2008-03-05
1443,2008-03-05
1444,2008-03-05
1445,2008-03-05
1446,2008-03-02
1447,2008-03-05
1448,2008-03-04
1449,2008-03-05
1450,2008-03-05
1451,2008-03-05
1452,2008-03-02
1453,2008-03-05
1454,2008-03-05
1455,2008-03-05
1456,2008-03-05
1457,2008-03-05
1458,2008-03-05
1459,2008-03-05
1460,2008-03-06
1461,2008-03-06
1462,2008-03-06
1463,2008-03-06
1464,2008-03-06
1465,2008-03-06
1466,2008-03-02
1467,2008-03-06
1468,2008-03-06
1469,2008-03-02
1470,2008-03-05
1471,2008-03-05
1472,2008-03-02
1473,2008-03-05
1474,2008-03-05
1475,2008-03-06
1476,2008-03-06
1477,2008-03-06
1478,2008-03-06
1479,2008-03-06
1480,2008-03-06
1481,2008-03-06
1482,2008-03-06
1483,2008-03-06
1484,2008-03-07
1485,2008-03-06
1486,2008-03-07
1487,2008-03-07
1488,2008-03-07
1489,2008-03-07
1490,2008-03-06
1491,2008-03-06
1492,2008-03-07
1493,2008-03-06
1494,2008-03-04
1495,2008-03-06
1496,2008-03-07
1497,2008-03-07
